URL,Title,Company,Industry,Size,Posted at,Location,Job Type,Experience Required,Responsibilities,Requirements,Skills Required,Raw Details,Scraped at
https://www.techinasia.com/jobs/5ccc9c50-244c-4e73-9bd0-e3ea8bfd5adb,Senior Data Scientist - Analytics,Ajaib,Investment tools and platforms,51 – 200,Date created: 19 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Work with management to prioritize business data needs and recommend new ways of using data to inform decision-making.', 'Perform data visualizations to uncover valuable insights, be able to measure and track product performance.', 'Conduct analysis and make recommendations that impact product and business directions.']","['Work with management to prioritize business data needs and recommend new ways of using data to inform decision-making.', 'Perform data visualizations to uncover valuable insights, be able to measure and track product performance.', 'Conduct analysis and make recommendations that impact product and business directions.']","['Data Warehouse', 'Analytics', 'Data Science', 'Data Analysis']","<div class=""jsx-3475296548""><p><strong>Job Description</strong></p>
<p>As a data scientist, you will have the opportunity to leverage Ajaib’s rich data to develop insights and products that are used by millions of users and propel the growth of our business. </p>
<p>You will collaborate with a strong team of engineers, product managers and fellow data scientists in defining the frontier of data products in fintech. Data scientists will work on how to evaluate current investor behaviors and develop potential product features</p>
<ul><li>Work with management to prioritize business data needs and recommend new ways of using data to inform decision-making.</li>
<li>Perform data visualizations to uncover valuable insights, be able to measure and track product performance.</li>
<li>Conduct analysis and make recommendations that impact product and business directions.</li>
</ul>
<p><strong>Qualifications</strong></p>
<ul><li>Bachelor's Degree in mathematics, computer science, statistics, engineering and related major.</li>
<li>At least 3 years of experience in Data Science roles</li>
<li>Proficient in Statistics, Data Structuring, Analysis</li>
<li>Excellent analytical skills &amp; critical thinking, creative problem solving, and English communication</li>
<li>Strong programming skill (Python, R, or SQL).</li>
<li>Experience in one of the following is a plus: Tableau, Appsflyer, Clevertap, Google Analytics, Google Data Studio and Google Big Query</li>
</ul>
<p><br/></p></div>",2021-11-10 13:51:39.068251
https://www.techinasia.com/jobs/43a1849f-cbdc-4816-8531-48e8ef917395,Product Research (FMCG),Aplikasi Super,Ecommerce logistics,51 – 200,Date created: 18 Oct 2021,"Surabaya, Indonesia",Full-time,Less than 1 year,"['Pendidikan minimal S1 (jurusan statistika diutamakan)\xa0', 'Advance in Microsoft Excel/Google Spreadsheet; minimal memahami lookup function, if clause, pivot table, & statistik matrix (macro menjadi nilai tambah).', 'Analytical, data driven and oriented to detail', 'Team player & self motivated', 'Dapat beradaptasi dengan cepat terhadap perubahan', 'Bersedia untuk terjun ke lapangan (General Trade seperti toko kelontong dan warung) apabila diperlukan untuk riset', 'Memiliki kemampuan presentasi yang baik', 'Fresh graduate are welcome to apply']","['Bertanggung jawab atas peningkatan performa penjualan produk portfolio (Produk FMCG/CPG seperti sembako atau makan minuman dalam kemasan) yang telah ditetapkan\xa0', 'Mengeksekusi end to end aktivitas product research & development mulai dari planning, collecting data, analyzing results, developing recommendations, hingga mempresentasikan kepada tim', 'Meneliti dan menganalisa data global, menemukan categori, cluster, atau produk tertentu yang berpotensi untuk diteliti dan dikembangkan lebih lanjut', 'Menginterpretasikan dan menerjemahkan data-data yang diteliti menjadi actionable insight', 'Mengkoordinasi project survey atau penelitian produk dengan timeline dan budget yang sudah ditetapkan \xa0', 'Penempatan: Surabaya']","['Product Research', 'Sales Strategy & Management', 'Market Research & Analysis', 'Research']","<div class=""jsx-3475296548""><p><strong>Kualifikasi:</strong></p>
<ul><li>Pendidikan minimal S1 (jurusan statistika diutamakan) </li>
<li>Advance in Microsoft Excel/Google Spreadsheet; minimal memahami lookup function, if clause, pivot table, &amp; statistik matrix (macro menjadi nilai tambah).</li>
<li>Analytical, data driven and oriented to detail</li>
<li>Team player &amp; self motivated</li>
<li>Dapat beradaptasi dengan cepat terhadap perubahan</li>
<li>Bersedia untuk terjun ke lapangan (General Trade seperti toko kelontong dan warung) apabila diperlukan untuk riset</li>
<li>Memiliki kemampuan presentasi yang baik</li>
<li>Fresh graduate are welcome to apply</li>
</ul>
<p><strong>Tugas dan tanggung jawab:</strong></p>
<ul><li>Bertanggung jawab atas peningkatan performa penjualan produk portfolio (Produk FMCG/CPG seperti sembako atau makan minuman dalam kemasan) yang telah ditetapkan </li>
<li>Mengeksekusi end to end aktivitas product research &amp; development mulai dari planning, collecting data, analyzing results, developing recommendations, hingga mempresentasikan kepada tim</li>
<li>Meneliti dan menganalisa data global, menemukan categori, cluster, atau produk tertentu yang berpotensi untuk diteliti dan dikembangkan lebih lanjut</li>
<li>Menginterpretasikan dan menerjemahkan data-data yang diteliti menjadi actionable insight</li>
<li>Mengkoordinasi project survey atau penelitian produk dengan timeline dan budget yang sudah ditetapkan  </li>
<li>Penempatan: Surabaya</li>
</ul>
<p><br/></p></div>",2021-11-10 13:51:41.280617
https://www.techinasia.com/jobs/0dc2f140-398a-4dae-a337-768e00bbccd4,Senior Data Engineer,Payfazz (PT. Payfazz Teknologi Nusantara),Payments and remittance,201 – 500,Date created: 18 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Lead Administrator AnalystKoinWorksJakarta, IndonesiaIDR 9,000,000 – 14,000,000 3 Nov 2021', 'Machine Learning EngineerNRI IndonesiaJakarta, IndonesiaIDR 12,000,000 – 24,000,000 5 Nov 2021', 'Senior Data AnalystFlow Analytics Sdn BhdKuala Lumpur, MalaysiaMYR 4,000 – 10,000 4h ago', 'Data Engineer InternSIRCLOTangerang, Indonesia 11 Oct 2021', 'Senior Data EngineerTADAJakarta, IndonesiaIDR 18,000,000 – 25,000,000 11 Oct 2021']","['Lead Administrator AnalystKoinWorksJakarta, IndonesiaIDR 9,000,000 – 14,000,000 3 Nov 2021', 'Machine Learning EngineerNRI IndonesiaJakarta, IndonesiaIDR 12,000,000 – 24,000,000 5 Nov 2021', 'Senior Data AnalystFlow Analytics Sdn BhdKuala Lumpur, MalaysiaMYR 4,000 – 10,000 4h ago', 'Data Engineer InternSIRCLOTangerang, Indonesia 11 Oct 2021', 'Senior Data EngineerTADAJakarta, IndonesiaIDR 18,000,000 – 25,000,000 11 Oct 2021']","['MySQL', 'Amazon Web Services (AWS)', 'Python', 'Golang', 'Big Data', 'PostgreSQL', 'Project Management']","<div class=""jsx-3475296548""><p>Job Description: </p>
<ul><li>Designing and evaluating optimal data pipeline architecture.</li>
<li>Assembling large, complex data sets that meet functional/non-functional business requirements</li>
<li>Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, maintaining data pipeline monitoring, etc.</li>
<li>Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS/GCP Big Data technologies.</li>
<li>Manage the auto-scaling and performance monitoring of the Data Infrastructure.</li>
<li>Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.</li>
<li>Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.</li>
<li>Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.</li>
<li>Work with data and analytics experts to strive for greater functionality in our data systems.</li>
</ul>
<p><br/></p>
<p>Job Requirements:</p>
<ul><li>Candidate has a Bachelor Degree in Computer Science or equivalent field</li>
<li>Has a minimum of 3 years working experience as Data Engineer</li>
<li>Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.</li>
<li>Strong knowledge of DBMS (e.g. Postgre, MySQL, etc), Big Data technologies (e.g. AWS Redshift/Athena, Google BigQuery, etc), programming (e.g. Python, Golang,  etc), and ETL frameworks (e.g. Airflow, Pentaho, Talend, etc)</li>
<li>Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.</li>
<li>Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.</li>
<li>Strong analytical skills with the ability to collect, organize, analyze, and present information with attention to detail and accuracy for both structured and  unstructured datasets.</li>
<li>Build processes supporting data transformation, data structures, metadata, dependency and workload management.</li>
<li>Having a successful history of manipulating, processing and extracting value from large disconnected datasets.</li>
<li>Strong project management and organizational skills.</li>
<li>Experience supporting and working with cross-functional teams in a dynamic environment.</li>
</ul></div>",2021-11-10 13:51:43.492176
https://www.techinasia.com/jobs/2b7b2ff3-3abc-4bdf-bccb-fc736113abb8,Senior Data Scientist,KoinWorks,"Lending, loans, and credit",51 – 200,Date created: 13 Oct 2021,"Jakarta, Indonesia",Full-time,4 to 7 years,"['Work closely with business users to identify issues and use data to propose solutions for effective decision making,', 'Merge, manage, interrogate and extract data to supply tailored reports to stakeholders, lenders, borrowers, or the wider organization,', 'Maintain clear and coherent communication, both verbal and written, to understand data needs and report results,', 'Create clear reports that tell compelling stories about how lenders or borrowers work with the business,', 'Conduct research for develops prototypes and proof of concepts.']","['Know some programming languages such as R or Python,', 'Have strong database design and coding skills,', 'Proficient in using machine learning tools and statistical modeling concept i.e. Clustering, Linear or Non-Linear Models, Tree models, etc to produce solutions to problems,', 'Familiarity with cloud tools such as Amazon S3 can also be beneficial,', '4+ years of experience as a similar data scientist and a degree in quantitative fields.']","['Python', 'Data Science', 'R', 'Machine Learning', 'Big Data', 'Clustering']","<div class=""jsx-3475296548""><p>We are looking for an individual who keeps updated with the latest technology, techniques, and methods and has the ability to make an impact to improve the lives of our customers.</p>
<p><strong>Responsibilities:</strong></p>
<ul><li>Work closely with business users to identify issues and use data to propose solutions for effective decision making,</li>
<li>Merge, manage, interrogate and extract data to supply tailored reports to stakeholders, lenders, borrowers, or the wider organization,</li>
<li>Maintain clear and coherent communication, both verbal and written, to understand data needs and report results,</li>
<li>Create clear reports that tell compelling stories about how lenders or borrowers work with the business,</li>
<li>Conduct research for develops prototypes and proof of concepts.</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul><li>Know some programming languages such as R or Python,</li>
<li>Have strong database design and coding skills,</li>
<li>Proficient in using machine learning tools and statistical modeling concept i.e. Clustering, Linear or Non-Linear Models, Tree models, etc to produce solutions to problems,</li>
<li>Familiarity with cloud tools such as Amazon S3 can also be beneficial,</li>
<li>4+ years of experience as a similar data scientist and a degree in quantitative fields.</li>
</ul>
<p><em>If you think the above sounds fascinating, don't hesitate to apply and send us your latest CV. Our team will get back to you at soonest. Thank you!</em></p>
<p><br/></p></div>",2021-11-10 13:51:48.407417
https://www.techinasia.com/jobs/f476529a-c089-436d-a52a-c66c7b5cbebb,IT Business Consultant Bank Custodian,Simian Group,IT & Cybersecurity,51 – 200,Date created: 12 Oct 2021,"Indonesia Bulk Terminal, Indonesia",Full-time,4 to 7 years,"['As an application Consultant for banking system like Wealth Management, Custodian System, Mutual Fund and more.', 'Working with the Project Manager responsible for the analysis and implementation process.', 'Working with software developers to develop test specifications and build test cases to rigorously test product.', 'Prepare detailed specifications of requirements.', 'Define process to meet the business and regulatory requirements.']","['Maximum 37 years old.', 'Degree in Information Technology, System Information, Management, Business, or equivalent.', 'At least 5 years working experience as Business Consultant or IT Quality Assurance , in IT Industry.', 'Strong business knowledge in capital market such as portfolio management, mutual fund, custodian bank, selling agent/Wealth management, etc.', 'Excellent in Accounting and Finance.', 'Experienced in system implementation at banking.', 'Identify client’s requirements, gap & impact analysis and transform into detail specification to meet the business.', 'Manage project with limited supervision like requirement analysis, development, testing, implementation (SIT, UAT, Training).', 'Strong in analytical, problem solving, conceptual & Presentation skill.', 'Fluent in English, verbal and written.']","['QA', 'Investment Banking', 'Business Analysis', 'Business Development', 'Business Management', 'Accounting', 'Corporate Finance', 'Wealth Management', 'Data Analysis', 'Software Development']","<div class=""jsx-3475296548""><p><strong>Job Descriptions:</strong></p>
<ul><li>As an application Consultant for banking system like Wealth Management, Custodian System, Mutual Fund and more.</li>
<li>Working with the Project Manager responsible for the analysis and implementation process.</li>
<li>Working with software developers to develop test specifications and build test cases to rigorously test product.</li>
<li>Prepare detailed specifications of requirements.</li>
<li>Define process to meet the business and regulatory requirements.</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul><li>Maximum 37 years old.</li>
<li>Degree in Information Technology, System Information, Management, Business, or equivalent.</li>
<li>At least 5 years working experience as Business Consultant or IT Quality Assurance , in IT Industry.</li>
<li>Strong business knowledge in capital market such as portfolio management, mutual fund, custodian bank, selling agent/Wealth management, etc.</li>
<li>Excellent in Accounting and Finance.</li>
<li>Experienced in system implementation at banking.</li>
<li>Identify client’s requirements, gap &amp; impact analysis and transform into detail specification to meet the business.</li>
<li>Manage project with limited supervision like requirement analysis, development, testing, implementation (SIT, UAT, Training).</li>
<li>Strong in analytical, problem solving, conceptual &amp; Presentation skill.</li>
<li>Fluent in English, verbal and written.</li>
</ul>
<p><br/></p></div>",2021-11-10 13:51:51.383609
https://www.techinasia.com/jobs/581604d9-3c18-414a-b3db-e2aa5ecfcfa3,Talend Data Quality,Simian Group,IT & Cybersecurity,51 – 200,Date created: 12 Oct 2021,"Indonesia Bulk Terminal, Indonesia",Full-time,Less than 1 year,"['Senior Data EngineerPT Generasi Teknologi BuanaJakarta, Indonesia 27 Sep 2021', 'Data AdministratorHypefastJakarta, Indonesia 26 Oct 2021', 'Risk AnalyticsKoinWorksJakarta, IndonesiaIDR 8,000,000 – 12,000,000 21 Sep 2021', 'Senior Digital Performance Marketing Specialist (Elixus)Ematic SolutionsHo Chi Minh City, VietnamVND 23,000,000 – 29,000,000 1d ago', 'Data Analyst Assistant Manager (SQL/ Statistic/ Data Science Back Ground)Boga GroupIndonesia Bulk Terminal, IndonesiaIDR 10,000,000 – 13,000,000 16 Sep 2021']","['Senior Data EngineerPT Generasi Teknologi BuanaJakarta, Indonesia 27 Sep 2021', 'Data AdministratorHypefastJakarta, Indonesia 26 Oct 2021', 'Risk AnalyticsKoinWorksJakarta, IndonesiaIDR 8,000,000 – 12,000,000 21 Sep 2021', 'Senior Digital Performance Marketing Specialist (Elixus)Ematic SolutionsHo Chi Minh City, VietnamVND 23,000,000 – 29,000,000 1d ago', 'Data Analyst Assistant Manager (SQL/ Statistic/ Data Science Back Ground)Boga GroupIndonesia Bulk Terminal, IndonesiaIDR 10,000,000 – 13,000,000 16 Sep 2021']","['SQL', 'Data Analysis', 'Big Data']","<div class=""jsx-3475296548""><p>•	Performing analysis and statistical tests on large datasets to determine data quality </p>
<p>based on data quality dimensions</p>
<p>•	Evaluating current system &amp; data flow and its effect on data quality.</p>
<p>•	Collaborating with database /system developers to improve data quality</p>
<p>•	Running data profiling to identify quality issues and data exceptions</p>
<p>•	Reporting data analysis including interpreting the trends and findings to management </p>
<p>to inform business decisions and prioritize enhancement system needs.</p>
<p>•	Documenting processes and maintaining data quality reports.</p>
<p>•	Develop procedures to enhance the accuracy and integrity of our organization's data</p>
<p>Requirements:</p>
<p>•	Bachelor's degree in IT/computer science or information management.</p>
<p>•	At least 1 year of experience in data analysis</p>
<p>•	Have experience in using ETL tools Talend or Talend Data Quality</p>
<p>•	Have good knowledge of SQL Query</p>
<p>•	Advanced problem-solving skills</p>
<p><br/></p></div>",2021-11-10 13:51:53.657898
https://www.techinasia.com/jobs/0f233d48-03d3-4c10-aff9-fc3702ac5147,IT Data Datamart & BI Engineer,Simian Group,IT & Cybersecurity,51 – 200,Date created: 12 Oct 2021,"Indonesia Bulk Terminal, Indonesia",Contract,1 to 4 years,"['Senior Data ScientistAgriAkuJakarta, Indonesia 30 Sep 2021', 'Associate Data AnalystSIRCLOTangerang, Indonesia 14 Oct 2021', 'Business Intelligence Analyst Aplikasi SuperSurabaya, IndonesiaIDR 5,000,000 – 8,000,000 6 Oct 2021', 'Data AnalystCicilJakarta, Indonesia 1d ago', 'Data AnalystModal Rakyat IndonesiaJakarta, Indonesia 5 Oct 2021']","['Senior Data ScientistAgriAkuJakarta, Indonesia 30 Sep 2021', 'Associate Data AnalystSIRCLOTangerang, Indonesia 14 Oct 2021', 'Business Intelligence Analyst Aplikasi SuperSurabaya, IndonesiaIDR 5,000,000 – 8,000,000 6 Oct 2021', 'Data AnalystCicilJakarta, Indonesia 1d ago', 'Data AnalystModal Rakyat IndonesiaJakarta, Indonesia 5 Oct 2021']","['Python', 'Spark', 'Scala', 'SQL', 'SQL Server', 'MySQL', 'Oracle', 'Tableau', 'Hive', 'PostgreSQL']","<div class=""jsx-3475296548""><ul><li>Experience with Spark, ​​Python, Scala</li>
<li>Good knowledge on SQL Query, PLSQL and SQL administration (MySQL, Oracle, SQL Server, Greenplum, PostgreSQL, HBase, Phoenix, Hive), Datamart &amp; BI concepts</li>
<li>Experience with workflow (Airflow)</li>
<li>Experience in Data Visualization (Tableau, excel)</li>
<li>Have integrity, initiative and detail</li>
</ul>
<p><br/></p></div>",2021-11-10 13:51:59.021634
https://www.techinasia.com/jobs/e35166bd-652e-4f41-8385-85074f27a46a,Research Manager,BukuKas,Financial accounting and admin,201 – 500,Date created: 11 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Manage and lead the team in developing research ideas and strategies to better understand our users’ needs and behaviour to find business opportunities in concert with other functions', 'Manage our research pipeline and prioritise projects depending on the impact.', 'Designing both qualitative and quantitative research plans using the most appropriate research methodology to achieve research objectives', 'Frame effective research questions and hypotheses to have a deep understanding of our studies.', 'Design discussion guides and test scenarios that can minimize bias and leading effects of our research studies.', 'Collaborate closely with other functions \xa0in the research process to allow them to gain first-hand empathy of users.', 'Transform key findings and patterns into actionable insights via a rigorous synthesis process as well as communicate these insights in effective manners via storytelling and visual presentations.']","['Manage and lead the team in developing research ideas and strategies to better understand our users’ needs and behaviour to find business opportunities in concert with other functions', 'Manage our research pipeline and prioritise projects depending on the impact.', 'Designing both qualitative and quantitative research plans using the most appropriate research methodology to achieve research objectives', 'Frame effective research questions and hypotheses to have a deep understanding of our studies.', 'Design discussion guides and test scenarios that can minimize bias and leading effects of our research studies.', 'Collaborate closely with other functions \xa0in the research process to allow them to gain first-hand empathy of users.', 'Transform key findings and patterns into actionable insights via a rigorous synthesis process as well as communicate these insights in effective manners via storytelling and visual presentations.']","['Research & Development (R&D)', 'Research', 'Market Research', 'User Research', 'Product Research', 'Team Management']","<div class=""jsx-3475296548""><p><strong>About Us</strong></p>
<p>We are a neo-banking venture aimed to improve the livelihood of SMEs in South-East Asian countries by providing solutions and building the path to inclusive access to financial service.</p>
<p><strong>Our Products</strong></p>
<p>The journey started with BukuKas, an app to digitize the physical record-keeping books by enabling micro and small enterprises to record their sales, expenses, and cash transactions at ease using their smartphone.</p>
<p>Recently we also launched BukukasPay, a digital wallet platform and online payment system that made it to #1 on the Playstore business category within 6 days of pure product-led growth.</p>
<p>Our second product, Tokko, enables micro and home industries to digitize their store and capture more customers.</p>
<p>Now we are proud to be chosen by over 6 million merchants in Indonesia to be their trusted partner in simplifying their cash management and growing their business through the online catalog.</p>
<p><strong>Funding</strong></p>
<p>We started our Seed Round through 500 startups and recently raised a funding of $50M in a Series B round, in May 2021. </p>
<p>Backed by top venture capital firms including Sequoia Capital, Credit Saison, Speedinvest, January Capital, Founder Bank Capital, and other prominent investors and founders like Patrick Walujo, Sandeep Tandon, Nipun Mehra, Gokul Rajaram, and Amrish Rao, we are ready to pave inroads to additional financial services for SMEs in the future.</p>
<p>Ready to join the adventure in our rocketship? </p>
<p><strong>What will you do?</strong></p>
<ul><li>Manage and lead the team in developing research ideas and strategies to better understand our users’ needs and behaviour to find business opportunities in concert with other functions</li>
<li>Manage our research pipeline and prioritise projects depending on the impact.</li>
<li>Designing both qualitative and quantitative research plans using the most appropriate research methodology to achieve research objectives</li>
<li>Frame effective research questions and hypotheses to have a deep understanding of our studies.</li>
<li>Design discussion guides and test scenarios that can minimize bias and leading effects of our research studies.</li>
<li>Collaborate closely with other functions  in the research process to allow them to gain first-hand empathy of users.</li>
<li>Transform key findings and patterns into actionable insights via a rigorous synthesis process as well as communicate these insights in effective manners via storytelling and visual presentations.</li>
</ul>
<p><strong>What does it take?</strong></p>
<ul><li>3 - 5 years of research experience where you have led research projects from start to finish.</li>
<li>Bachelor’s Degree in Psychology, Human-Computer Interaction, Design, Journalism or any related field with equivalent work experience.</li>
<li>Broad knowledge about the difference between strategic, directional and foundational research and the function of each of these research types.</li>
<li>Have the expertise and resourcefulness to adapt and experiment with different research methodologies to help get the insights we need.</li>
<li>Understand the importance of sampling design and operationalising participant criteria into screening surveys to find the right participants for the studies.</li>
<li>Proficient with research methods such as but not limited to Usability Tests (Moderated/Unmoderated, Card Sorting), A/B Tests, In-depth Interviews, Contextual Inquiry (Participatory Design), Concept Testing (Analogous Inspiration, Extreme User Research etc.), Surveys.</li>
<li>Experience in conducting quantitative research, including but not limited to designing efficient survey questions with screeners, data analysis to uncover the patterns and actionable insights from raw data.</li>
<li>Thrive in an environment with a short feedback loop, both giving and receiving constructive feedback to help move the team forward.</li>
<li>Able to plan and manage your time well and can anticipate the dependencies of your deliverables with other teammates.</li>
</ul></div>",2021-11-10 13:52:01.213677
https://www.techinasia.com/jobs/a9ba55f0-435f-41be-942c-7355c2623f4a,Senior Research Executive,BukuKas,Financial accounting and admin,201 – 500,Date created: 11 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Developing research ideas and strategies to better understand our users’ needs and behaviour to find business opportunities in concert with other functions', 'Manage our research pipeline and prioritise projects depending on the impact.', 'Designing both qualitative and quantitative research plans using the most appropriate research methodology to achieve research objectives', 'Frame effective research questions and hypotheses to have a deep understanding of our studies.', 'Design discussion guides and test scenarios that can minimize bias and leading effects of our research studies.', 'Collaborate closely with other functions \xa0in the research process to allow them to gain first-hand empathy of users.', 'Transform key findings and patterns into actionable insights via a rigorous synthesis process as well as communicate these insights in effective manners via storytelling and visual presentations.']","['Developing research ideas and strategies to better understand our users’ needs and behaviour to find business opportunities in concert with other functions', 'Manage our research pipeline and prioritise projects depending on the impact.', 'Designing both qualitative and quantitative research plans using the most appropriate research methodology to achieve research objectives', 'Frame effective research questions and hypotheses to have a deep understanding of our studies.', 'Design discussion guides and test scenarios that can minimize bias and leading effects of our research studies.', 'Collaborate closely with other functions \xa0in the research process to allow them to gain first-hand empathy of users.', 'Transform key findings and patterns into actionable insights via a rigorous synthesis process as well as communicate these insights in effective manners via storytelling and visual presentations.']","['Research', 'Market Research', 'User Research', 'Product Research', 'Market Research & Analysis', 'Research & Development (R&D)']","<div class=""jsx-3475296548""><p><strong>About Us</strong></p>
<p>We are a neo-banking venture aimed to improve the livelihood of SMEs in South-East Asian countries by providing solutions and building the path to inclusive access to financial service.</p>
<p><strong>Our Products</strong></p>
<p>The journey started with BukuKas, an app to digitize the physical record-keeping books by enabling micro and small enterprises to record their sales, expenses, and cash transactions at ease using their smartphone.</p>
<p>Recently we also launched BukukasPay, a digital wallet platform and online payment system that made it to #1 on the Playstore business category within 6 days of pure product-led growth.</p>
<p>Our second product, Tokko, enables micro and home industries to digitize their store and capture more customers.</p>
<p>Now we are proud to be chosen by over 6 million merchants in Indonesia to be their trusted partner in simplifying their cash management and growing their business through the online catalog.</p>
<p><strong>Funding</strong></p>
<p>We started our Seed Round through 500 startups and recently raised a funding of $50M in a Series B round, in May 2021. </p>
<p>Backed by top venture capital firms including Sequoia Capital, Credit Saison, Speedinvest, January Capital, Founder Bank Capital, and other prominent investors and founders like Patrick Walujo, Sandeep Tandon, Nipun Mehra, Gokul Rajaram, and Amrish Rao, we are ready to pave inroads to additional financial services for SMEs in the future.</p>
<p>Ready to join the adventure in our rocketship? </p>
<p><strong>What will you do?</strong></p>
<ul><li>Developing research ideas and strategies to better understand our users’ needs and behaviour to find business opportunities in concert with other functions</li>
<li>Manage our research pipeline and prioritise projects depending on the impact.</li>
<li>Designing both qualitative and quantitative research plans using the most appropriate research methodology to achieve research objectives</li>
<li>Frame effective research questions and hypotheses to have a deep understanding of our studies.</li>
<li>Design discussion guides and test scenarios that can minimize bias and leading effects of our research studies.</li>
<li>Collaborate closely with other functions  in the research process to allow them to gain first-hand empathy of users.</li>
<li>Transform key findings and patterns into actionable insights via a rigorous synthesis process as well as communicate these insights in effective manners via storytelling and visual presentations.</li>
</ul>
<p><strong>What does it take?</strong></p>
<ul><li>3 - 5 years of research experience where you have led research projects from start to finish.</li>
<li>Bachelor’s Degree in Psychology, Human-Computer Interaction, Design, Journalism or any related field with equivalent work experience.</li>
<li>Broad knowledge about the difference between strategic, directional and foundational research and the function of each of these research types.</li>
<li>Have the expertise and resourcefulness to adapt and experiment with different research methodologies to help get the insights we need.</li>
<li>Understand the importance of sampling design and operationalising participant criteria into screening surveys to find the right participants for the studies.</li>
<li>Proficient with research methods such as but not limited to Usability Tests (Moderated/Unmoderated, Card Sorting), A/B Tests, In-depth Interviews, Contextual Inquiry (Participatory Design), Concept Testing (Analogous Inspiration, Extreme User Research etc.), Surveys.</li>
<li>Experience in conducting quantitative research, including but not limited to designing efficient survey questions with screeners, data analysis to uncover the patterns and actionable insights from raw data.</li>
<li>Thrive in an environment with a short feedback loop, both giving and receiving constructive feedback to help move the team forward.</li>
<li>Able to plan and manage your time well and can anticipate the dependencies of your deliverables with other teammates.</li>
</ul></div>",2021-11-10 13:52:07.049534
https://www.techinasia.com/jobs/6e9760db-542e-48f0-add7-270122a83780,Business Intelligence ,Halodoc ID,Health & Wellness,201 – 500,Date created: 11 Oct 2021,"Jakarta, Indonesia",Full-time,4 to 7 years,"['Collecting and interpreting data into meaningful reports or dashboards', 'Analyzing results to provide impactful business insights', 'Reporting the results back to the relevant members of the business', 'Identifying patterns and trends in data sets', 'Working alongside teams within the business or the management team to establish business needs', 'Defining new data collection and analysis processes']","['Outstanding analytical and logical skill', 'Bachelor’s degree in System Information, Computer Science, Mathematics, Statistics, or related', 'Minimum has 4+ years of data analytics experience.', '(Mandatory) Experience in SQL is a must.', 'Experience in BI tools such as GSD / Looker / Metabase is a plus.', 'Strong comprehension of the English language']","['SQL', 'Big Data', 'Data Analysis']","<div class=""jsx-3475296548""><p><u><strong>Job Description:</strong></u></p>
<ul><li>Collecting and interpreting data into meaningful reports or dashboards</li>
<li>Analyzing results to provide impactful business insights</li>
<li>Reporting the results back to the relevant members of the business</li>
<li>Identifying patterns and trends in data sets</li>
<li>Working alongside teams within the business or the management team to establish business needs</li>
<li>Defining new data collection and analysis processes</li>
</ul>
<p><u><strong>Requirements:</strong></u></p>
<ul><li>Outstanding analytical and logical skill</li>
<li>Bachelor’s degree in System Information, Computer Science, Mathematics, Statistics, or related</li>
<li>Minimum has 4+ years of data analytics experience.</li>
<li>(Mandatory) Experience in SQL is a must.</li>
<li>Experience in BI tools such as GSD / Looker / Metabase is a plus.</li>
<li>Strong comprehension of the English language</li>
</ul>
<p><br/></p></div>",2021-11-10 13:52:12.354180
